PRACTICE_CODE,year,month,Patient_count
F83032,2021,1,11928
F83032,2021,2,11924
F83032,2021,3,11940
F83032,2021,4,12014
F83032,2021,5,12067
F83032,2021,6,12111
F83032,2021,7,12156
F83032,2021,8,12153
F83032,2021,9,12111
F83032,2021,10,12099
F83032,2021,11,12080
F83032,2021,12,12093
F83032,2022,1,12083
F83032,2022,2,12038
F83032,2022,3,12041
F83032,2022,4,12001
F83032,2022,5,11958
F83032,2022,6,11963
F83032,2022,7,11927
F83032,2022,8,11902
F83032,2022,9,11863
F83032,2022,10,11824
F83032,2022,11,11834
F83032,2022,12,11820
F83032,2023,1,11816
F83032,2023,2,11837
F83032,2023,3,11839
F83032,2023,4,11819
F83032,2023,5,11818
F83032,2023,6,11780
F83032,2023,7,11762
F83032,2023,8,11750
F83032,2023,9,11704
F83032,2023,10,11666
F83032,2023,11,11649
F83032,2023,12,11640
F83033,2014,1,2461
F83033,2014,2,2461
F83033,2014,3,2461
F83033,2014,4,2450
F83033,2014,5,2450
F83033,2014,6,2450
F83033,2014,7,2457
F83033,2014,8,2457
F83033,2014,9,2457
F83033,2014,10,2467
F83033,2014,11,2467
F83033,2014,12,2467
F83033,2015,1,2428
F83033,2015,2,2428
F83033,2015,3,2428
F83033,2015,4,2437
F83033,2015,5,2437
F83033,2015,6,2437
F83033,2015,7,2774
F83033,2015,8,2774
F83033,2015,9,2774
F83033,2015,10,2996
F83033,2015,11,2996
F83033,2015,12,2996
F83033,2016,1,3038
F83033,2016,2,3038
F83033,2016,3,3038
F83033,2016,4,3028
F83033,2016,5,3028
F83033,2016,6,3028
F83033,2016,7,3036
F83033,2016,8,3036
F83033,2016,9,3036
F83033,2016,10,3050
F83033,2016,11,3050
F83033,2016,12,3050
F83033,2017,1,3100
F83033,2017,2,3100
F83033,2017,3,3100
F83033,2017,4,3090
F83033,2017,5,3084
F83033,2017,6,3083
F83033,2017,7,3076
F83033,2017,8,3090
F83033,2017,9,3087
F83033,2017,10,3083
F83033,2017,11,3069
F83033,2017,12,3064
F83033,2018,1,3074
F83033,2018,2,3067
F83033,2018,3,3056
F83033,2018,4,3040
F83033,2018,5,3039
F83033,2018,6,3047
F83033,2018,7,3045
F83033,2018,8,3039
F83033,2018,9,3036
F83033,2018,10,3041
F83033,2018,11,3060
F83033,2018,12,3053
F83033,2019,1,3067
F83033,2019,2,3083
F83033,2019,3,3082
F83033,2019,4,3103
F83033,2019,5,3101
F83033,2019,6,3108
F83033,2019,7,3121
F83033,2019,8,3130
F83033,2019,9,3142
F83033,2019,10,3173
F83033,2019,11,3200
F83033,2019,12,3191
F83033,2020,1,3195
F83033,2020,2,3213
F83033,2020,3,3247
F83033,2020,4,3242
F83033,2020,5,3235
F83033,2020,6,3240
F83033,2020,7,3267
F83033,2020,8,3283
F83033,2020,9,3316
F83033,2020,10,3351
F83033,2020,11,3377
F83033,2020,12,3394
F83033,2021,1,3414
F83033,2021,2,3415
F83033,2021,3,3440
F83033,2021,4,3485
F83033,2021,5,3497
F83033,2021,6,3535
F83033,2021,7,3592
F83033,2021,8,3638
F83033,2021,9,3642
F83033,2021,10,3646
F83033,2021,11,3707
F83033,2021,12,3819
F83033,2022,1,3837
F83033,2022,2,3888
F83033,2022,3,3897
F83033,2022,4,3884
F83033,2022,5,3911
F83033,2022,6,3948
F83033,2022,7,3948
F83033,2022,8,3950
F83033,2022,9,3968
F83033,2022,10,4032
F83033,2022,11,4132
F83033,2022,12,4202
F83033,2023,1,4234
F83033,2023,2,4283
F83033,2023,3,4307
F83033,2023,4,4329
F83033,2023,5,4355
F83033,2023,6,4385
F83033,2023,7,4465
F83033,2023,8,4515
F83033,2023,9,4569
F83033,2023,10,4705
F83033,2023,11,4840
F83033,2023,12,4887
F83034,2014,1,1851
F83034,2014,2,1851
F83034,2014,3,1851
F83034,2014,4,1821
F83034,2014,5,1821
F83034,2014,6,1821
F83034,2014,7,1818
F83034,2014,8,1818
F83034,2014,9,1818
F83034,2014,10,1822
F83034,2014,11,1822
F83034,2014,12,1822
F83034,2015,1,1820
F83034,2015,2,1820
F83034,2015,3,1820
F83034,2015,4,1833
F83034,2015,5,1833
F83034,2015,6,1833
F83034,2015,7,1858
F83034,2015,8,1858
F83034,2015,9,1858
F83034,2015,10,1841
F83034,2015,11,1841
F83034,2015,12,1841
F83034,2016,1,1827
F83034,2016,2,1827
F83034,2016,3,1827
F83034,2016,4,1815
F83034,2016,5,1815
F83034,2016,6,1815
F83034,2016,7,1815
F83034,2016,8,1815
F83034,2016,9,1815
F83034,2016,10,1798
F83034,2016,11,1798
F83034,2016,12,1798
F83034,2017,1,1791
F83034,2017,2,1791
F83034,2017,3,1791
F83034,2017,4,1782
F83034,2017,5,1777
F83034,2017,6,1779
F83034,2017,7,1776
F83034,2017,8,1762
F83034,2017,9,1745
F83034,2017,10,1731
F83034,2017,11,1753
F83034,2017,12,1744
F83034,2018,1,1734
F83034,2018,2,1731
F83034,2018,3,1736
F83034,2018,4,1747
F83034,2018,5,1734
F83034,2018,6,1733
F83034,2018,7,1746
F83034,2018,8,1743
F83034,2018,9,1738
F83034,2018,10,1728
F83034,2018,11,1710
F83034,2018,12,1701
F83034,2019,1,1688
F83034,2019,2,1678
F83034,2019,3,1668
F83034,2019,4,1668
F83034,2019,5,1668
F83034,2019,6,1674
F83034,2019,7,1674
F83034,2019,8,1670
F83034,2019,9,1674
F83034,2019,10,1667
F83034,2019,11,1661
F83034,2019,12,1661
F83034,2020,1,1666
F83034,2020,2,1659
F83034,2020,3,1652
F83034,2020,4,1650
F83034,2020,5,1651
F83034,2020,6,1643
F83034,2020,7,1635
F83034,2020,8,1627
F83034,2020,9,1632
F83034,2020,10,1624
F83034,2020,11,1620
F83034,2020,12,1624
F83034,2021,1,1615
F83034,2021,2,1622
F83034,2021,3,1614
F83034,2021,4,1605
F83034,2021,5,1605
F83034,2021,6,1602
F83034,2021,7,1599
F83034,2021,8,1595
F83034,2021,9,1593
F83034,2021,10,1580
F83034,2021,11,1580
F83034,2021,12,1584
F83034,2022,1,1590
F83034,2022,2,1602
F83034,2022,3,1599
F83034,2022,4,1588
F83034,2022,5,1583
F83034,2022,6,1576
F83034,2022,7,1567
F83034,2022,8,1556
F83034,2022,9,1550
F83034,2022,10,1546
F83034,2022,11,1546
F83034,2022,12,1542
F83034,2023,1,1531
F83034,2023,2,1537
F83034,2023,3,1539
F83034,2023,4,1540
F83034,2023,5,1553
F83034,2023,6,1547
F83034,2023,7,1532
F83034,2023,8,1526
F83034,2023,9,1517
F83034,2023,10,1507
F83034,2023,11,1491
F83034,2023,12,1481
F83039,2014,1,5384
F83039,2014,2,5384
F83039,2014,3,5384
F83039,2014,4,5330
F83039,2014,5,5330
F83039,2014,6,5330
F83039,2014,7,5315
F83039,2014,8,5315
F83039,2014,9,5315
F83039,2014,10,5348
F83039,2014,11,5348
F83039,2014,12,5348
F83039,2015,1,5335
F83039,2015,2,5335
F83039,2015,3,5335
F83039,2015,4,5272
F83039,2015,5,5272
F83039,2015,6,5272
F83039,2015,7,5310
F83039,2015,8,5310
F83039,2015,9,5310
F83039,2015,10,5332
F83039,2015,11,5332
F83039,2015,12,5332
F83039,2016,1,5350
F83039,2016,2,5350
F83039,2016,3,5350
F83039,2016,4,5370
F83039,2016,5,5370
F83039,2016,6,5370
F83039,2016,7,5385
F83039,2016,8,5385
F83039,2016,9,5385
F83039,2016,10,5400
F83039,2016,11,5400
F83039,2016,12,5400
F83039,2017,1,5462
F83039,2017,2,5462
F83039,2017,3,5462
F83039,2017,4,5494
F83039,2017,5,5510
F83039,2017,6,5503
F83039,2017,7,5508
F83039,2017,8,5506
F83039,2017,9,5494
F83039,2017,10,5497
F83039,2017,11,5494
F83039,2017,12,5468
F83039,2018,1,5456
F83039,2018,2,5453
F83039,2018,3,5440
F83039,2018,4,5444
F83039,2018,5,5440
F83039,2018,6,5412
F83039,2018,7,5405
F83039,2018,8,5393
F83039,2018,9,5392
F83039,2018,10,5348
F83039,2018,11,5313
F83039,2018,12,5289
F83039,2019,1,5278
F83039,2019,2,5249
F83039,2019,3,5256
F83039,2019,4,5240
F83039,2019,5,5208
F83039,2019,6,5197
F83039,2019,7,5194
F83039,2019,8,5183
F83039,2019,9,5186
F83039,2019,10,5169
F83039,2019,11,5158
F83039,2019,12,5140
F83039,2020,1,5137
F83039,2020,2,5114
F83039,2020,3,5101
F83039,2020,4,5110
F83039,2020,5,5089
F83039,2020,6,5077
F83039,2020,7,5069
F83039,2020,8,5051
F83039,2020,9,5041
F83039,2020,10,5029
